,doc_title,doc_id,turn,speaker,text,speaker_bioguide,date
988,HANNAH HOFFMAN,CREC-2019-02-27-pt1-PgE216,0,Mr. PERLMUTTER,"  Mr. PERLMUTTER. Madam Speaker, I rise today to recognize and applaud 
Hannah Hoffman for receiving the Arvada Wheat Ridge Service Ambassadors 
for Youth award.
   Hannah Hoffman is a student at Pomona High School and received this 
award because her determination and hard work have allowed her to 
overcome adversities.
   The dedication demonstrated by Hannah Hoffman is exemplary of the 
type of achievement that can be attained with hard work and 
perseverance. It is essential students at all levels strive to make the 
most of their education and develop a work ethic which will guide them 
for the rest of their lives.
   I extend my deepest congratulations to Hannah Hoffman for winning 
the Arvada Wheat Ridge Service Ambassadors for Youth award. I have no 
doubt she will exhibit the same dedication and character in all of her 
future accomplishments.
",P000593,2019-02-27
989,PLEDGE OF ALLEGIANCE,CREC-2019-02-27-pt1-PgH2240-5,0,The SPEAKER,"  The SPEAKER. Will the gentlewoman from California (Ms. Brownley) come 
forward and lead the House in the Pledge of Allegiance.
  Ms. BROWNLEY of California led the Pledge of Allegiance as follows:

       I pledge allegiance to the Flag of the United States of 
     America, and to the Republic for which it stands, one nation 
     under God, indivisible, with liberty and justice for all.
",,2019-02-27
990,ADDITIONAL STATEMENTS,CREC-2019-02-27-pt1-PgS1538,0,Mr. PERDUE," Mr. PERDUE. Mr. President, today I wish to recognize a great 
loss suffered in my home State of Georgia and more specifically in the 
city of Valdosta. For more than 40 years, Parker Greene spent every day 
of his life thinking about how he could make a difference in his 
community by supporting the various missions at Moody Air Force Base, 
which is located just on the outskirts of Valdosta in South Georgia. 
Parker passed away on December 18, 2018, at the age of 86. He leaves 
behind a lasting legacy that will be remembered throughout my home 
State for decades to come.
  Parker moved to Valdosta in 1970 and immediately became involved with 
the Valdosta-Lowndes County Chamber of Commerce. He was named to the 
military affairs committee and quickly developed a fondness for the 
airmen stationed at Moody, as well as the multiple missions housed at 
the base. Through the years, his level of advocacy for Moody continued 
to increase. The local community recognized this and created the Moody 
Support Committee and named Parker as its chairman. As chairman, Parker 
took countless trips every year to Washington, DC, to impress upon 
congressional and Department of Defense leaders the importance of 
maintaining a robust Air Force presence at Moody due to its strategic 
location in the southeastern U.S. and unmatched community support.
  In the 1990s, when the Base Realignment and Closure Commission 
recommended closing Moody and moving its missions to other bases, 
Parker and the Moody Support Committee tirelessly walked the halls of 
Congress and the Pentagon to advocate for the removal of Moody from the 
BRAC list and to increase its mission presence. Parker's efforts proved 
successful. His determination allowed Moody to continue its mission, 
while sparing the Valdosta community from certain economic loss due to 
the closure of the base.
  Following his successful efforts in the 1990s, Parker continued his 
work on Moody's behalf to relocate new missions to the base in order to 
diversify Moody's mission presence and further prove its strategic 
importance. In fact, in 2007, the newly constructed consolidated base 
support center at Moody was named after Parker because of his efforts 
on behalf of the base and its airmen. Former Air Force Chief of Staff 
Michael Moseley was at the renaming and presented Parker with the 
first-ever Chief of Staff Exceptional Service Award.
  Several years later, Parker was awarded the highest honor the Air 
Force can bestow on a civilian: the Air Force Distinguished Public 
Service Award. The award stated that Parker ``distinguished himself by 
service as an Air Force advocate, with both an intimate knowledge of 
Air Force operations and a deep grasp of social and economic issues 
vital to Moody Air Force Base. He has expertly advised the Secretary of 
the Air Force, the Chief of Staff, and senior Air Force leaders on 
these matters while serving as an Air Force civic leader to the 
community surrounding the installation.''
  Of course, Parker could not have accomplished his many feats without 
the loyal and steadfast support from his lovely wife Dr. Lucy Greene. 
Together, they made an unstoppable duo, and Lucy proved to be as 
tireless an advocate for Moody as Parker. I know I speak for the entire 
State when I offer my heartfelt condolences to Lucy and their two 
children, Buck and Sharon.
  While we mourn Parker and the loss to Moody AFB and south Georgia, I 
know that everyone can look at Parker's record of achievement and see 
an unparalleled legacy of selflessness, kindness, and service to 
others. I have no doubt that Moody will continue to be a leading 
example of Air Force excellence because of Parker's impact on the base 
and his advocacy for the region in Atlanta and Washington.
",P000612,2019-02-27
991,HONORING THE 110TH ANNIVERSARY OF THE NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE AND RECOGNIZING BLACK HISTORY MONTH,CREC-2019-02-27-pt1-PgH2266-4,0,The SPEAKER pro tempore (Ms. Wild),"  The SPEAKER pro tempore (Ms. Wild). Under the Speaker's announced 
policy of January 3, 2019, the gentleman from Texas (Mr. Green) is 
recognized for 60 minutes as the designee of the majority leader.",,2019-02-27
992,HONORING THE 110TH ANNIVERSARY OF THE NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE AND RECOGNIZING BLACK HISTORY MONTH,CREC-2019-02-27-pt1-PgH2266-4,1,Mr. GREEN of Texas,"  Mr. GREEN of Texas. Madam Speaker, I thank the majority leader and 
all of those persons in leadership who make it possible for us to have 
these opportunities.
  I am especially proud to be here tonight because we have two 
resolutions that will be presented. These two resolutions have been 
presented before. One is H. Res. 154. This resolution is one that 
honors and praises the NAACP, the National Association for the 
Advancement of Colored People. The second is H. Res. 155. It is a Black 
history resolution.
  It is interesting to note that the NAACP was founded during Black 
History Month. The NAACP was founded February 12, 1909. The NAACP has a 
proud history, and I will say more about it in just a moment.
  Next, I would like to talk for a brief moment about the resolution 
that we have for Black History Month.
  Black History Month didn't start out as Black History Month. The 
Honorable Carter G. Woodson initiated what was called Negro History 
Week. Negro History Week was a time for us to acknowledge the 
accomplishments of African Americans, at that time called Negroes. We 
have metamorphosed through many titles, many names, from Negroes to 
African Americans.
  Black History Month was something that Mr. Woodson found to come into 
being in 1976. This was done by President Joe Ford. As it has been 
designated as Black History Month, we have celebrated it as such across 
the length and breadth of this Nation.
  Carter G. Woodson was a person with great vision. He obviously knew 
that in 1926, when this was initially brought to the attention of the 
public, there was not a good likelihood that you would be able to have 
a Black History Month. But he knew that, if you can start someplace, 
you might finish in a greater place. So he started in 1926 with Black 
History Week, and it has metamorphosed into a month.
  You and I know that every day is a day that we should celebrate all 
history, and Black history is no exception. I am not a person who 
believes that we should have Black History Month forever. I think that 
Black history, properly incorporated and celebrated within American 
history and world history, would be more than enough. But today, we are 
honored to celebrate Black History Month and the NAACP as an 
organization that was founded during Black History Month.
  I would like to say just a few words about this NAACP resolution in 
terms of the first time we brought it to the floor of the Congress of 
the United States of America.
  When we brought it to the floor the very first time, the cosponsor of 
the resolution was Mr. Henry Hyde, and the person who controlled the 
time was Mr. Jim Sensenbrenner. Mr. Sensenbrenner, at that time, was 
the chairperson of the Judiciary Committee. I recall Mr. Sensenbrenner 
standing


over to my right and making his commentary about the NAACP. He spoke 
with a degree of fervor that I thought was needed at the time.
  Mr. Sensenbrenner, while he brought it to the floor and did direct 
the traffic, I would note that it was not an easy resolution to get 
past the House of Representatives. It did pass with consent of the 
House. It was agreed to, if you will.
  Mr. Sensenbrenner and Mr. Hyde had a difficult time getting it 
through the House. I am proud that they did, and I am pleased that none 
of the Members at that time voiced objections to the resolution being 
agreed to. Mr. Sensenbrenner I will always remember as a person who was 
a champion for this resolution, and Mr. Hyde was the cosponsor of the 
NAACP resolution.

  The NAACP is celebrating its 110th anniversary. This is probably the 
Nation's oldest and best known civil rights organization, founded on 
February 12 of 1909, the date of the centennial of Abraham Lincoln's 
birth, the centennial of his birth.
  It is interesting to note that Black History Month was considered 
because of Abraham Lincoln's birth as well, so the two resolutions have 
this in common, Black History Month and the NAACP's being celebrated 
and recognized today.
  It was founded by a diverse group of persons who were outstanding 
citizens. I would also add that it was not founded by a group of 
persons all of whom were African American. I will call off the names 
for you to give you some indication.
  Ida Wells-Barnett, the well-known W.E.B. Du Bois, Henry Moscowitz, 
Mary White Ovington, Oswald Garrison Villard, and William English 
Walling--all persons who were founders of the NAACP.
  The NAACP, for the early part of its history, had a minority of 
minorities, meaning African Americans were not the dominant force 
within its leadership. They had persons who were carrying the torch of 
freedom such that African Americans could be a part of it. But it is 
interesting to note that, early on, the leadership was predominantly 
Anglo persons.
  The NAACP, as indicated, is the oldest, largest, and most widely 
recognized grassroots-based civil rights organization in the United 
States. The active membership is in all 50 States, including State 
conferences of branches and local branches, as well as branches in 
prisons and chapters on college campuses and high schools throughout 
the Nation.
  The NAACP has its national headquarters in Baltimore, Maryland.
  The NAACP is here to ensure the political, educational, social, and 
economic rights of all persons and to eliminate racial hatred and 
racial discrimination.
  The NAACP is committed to achieving its goals through nonviolence, 
including negotiation, litigation, and protestation.
  The NAACP is well known for its litigation. The Honorable Thurgood 
Marshall, an African American to become Supreme Court Justice, was the 
chief litigator for the NAACP. Under his leadership, with the 
assistance of a good many other people, the NAACP was able to win many 
lawsuits before the Supreme Court. The lawsuit Brown v. Board of 
Education is one of the most notable lawsuits that the NAACP 
championed.
  The NAACP has used political pressure, marches, demonstrations, and 
effective lobbying to secure the voice for those who are considered 
voiceless in the United States of America.
  The NAACP has been fighting segregation in public schools under the 
leadership of Thurgood Marshall, as I indicated earlier, and its 
greatest victories, of course, include, as I indicated, Brown v. Board 
of Education.
  The NAACP, in 2005, launched the Disaster Relief Fund to help 
hurricane survivors in Louisiana, Mississippi, Texas, Florida, and 
Alabama to rebuild their lives.
  So the organization has metamorphosed into one that does more than 
champion the causes of civil rights as they relate to persons being 
discriminated against. It also champions the causes of those who are 
among the least, the last, and the lost in our society: persons who 
have been locked out, persons who have been left behind, persons who 
but for the NAACP might not have a voice.
  I was very honored to be a part of the NAACP's disaster relief help. 
I am also honored to have been a branch president of the NAACP in 
Houston, Texas.
  The NAACP was instrumental in the enactment of the Matthew Shepard 
and James Byrd, Jr., Hate Crimes Prevention Act, which generally and 
greatly expanded the legal definition of a hate crime. This was an 
important piece of legislation. I was honored to be here at the time we 
took up the legislation.
  Hate crimes are still crimes that we have to not only acknowledge 
exist, but the law ought to have consequences for persons who commit 
these dastardly deeds.
  Throughout its existence, the NAACP has led the charge to defend the 
constitutional right to vote. That is an important piece of commentary, 
the right to vote. The NAACP is still a part of the effort to assure 
every person the right to vote in this country.
  The NAACP has taken on the challenge of dealing with the photo IDs 
that are required in an insidious way. It has also taken on the 
challenge of making sure that persons are properly registered so that 
they can vote, and also making sure that those who would thwart the 
efforts to register persons to vote are not successful in doing so.
  The NAACP has led the effort to strengthen the Voting Rights Act and 
to protect the principle of one person, one vote. The NAACP led the 
charge in raising awareness about and challenging voter suppression 
laws in Federal courts across the Nation.
  The NAACP board of directors unanimously elected Derrick Johnson as 
its President and CEO, who is doing an outstanding job. I am proud to 
be associated with him and the endeavors.
  I am a proud member of the NAACP. I have been such for a good deal of 
my life. I am honored to have a life membership, to have a golden 
heritage membership, and to have a diamond membership.
  I believe those of us who have benefited from the NAACP ought to be 
members of the organization that has made it possible for us to have 
many of the opportunities that we have. I always acknowledge my 
membership in the organization, and I encourage others to do so who 
happen to be members as well: the NAACP, a proud organization that we 
celebrate during this Black History Month.
  The Black history resolution covers more than the NAACP. It talks 
about Black migrations. It emphasizes the movement of people of African 
descent to new destinations and new social realities. This focuses on, 
primarily, the migration of African Americans in this country. It 
focuses specifically on the 20th century through today.
  It deals with patterns of movement, including the relocation of 
persons of African ancestry from Southern farms to Southern cities; 
from the South to the Northeast, Midwest, and West; and from the 
Caribbean to the United States. Black people have been in motion in the 
20th century and up to this date, and this resolution acknowledges 
this.


  It also talks about the interactions with law enforcement that often 
result in some ugly circumstances, imprisonment and convict leasing.
  Convict leasing is something that we should give a little bit more 
emphasis to.
  In the State of Texas, we recently discovered a grave site containing 
95 bodies. These 95 bodies were of persons who were victims of the 
State's law that allowed convict leasing.
  Many times persons were charged with minor offenses and while they 
were incarcerated, they could be leased to private parties for the 
purpose of having them work as convicts. And many times--too often, I 
might add--the persons who were leased out, were not treated properly. 
In fact, they were treated poorly.
  Many times they were not given proper food, proper clothing, and 
proper shelter; and as a result, many of them died at an early age. In 
this grave of 95 persons, there are persons who were thought to have 
been teenagers at the time of that death.
  We are not absolutely sure they were all African Americans, but the 
suspicion is that a good many of them were. Some of them were likely to 
have been Anglos as well.
  After finding their bodies in Sugar Land, Texas, on the site of a 
school,


school property, the bodies were exhumed, and they were to be relocated 
to another place. And in so doing, a good many of the citizens, the 
activist community, decided that this was an inappropriate thing to 
do--the bodies being exhumed and reinterred at another location.
  There was a serious meeting before the school board. And the school 
board and the county commissioners, the commissioners court decided 
that it would be appropriate to further study the possibility of 
inhuming these bodies in the place where they were exhumed.
  And my hope is we would follow through on this and give them not only 
a burial site with a proper plaque to memorialize their being in this 
place, but also to do a little bit more and have some sort of structure 
or facility that would allow persons to acquire intelligence about what 
actually happened to these people, how they lived, and how they died, 
and why.
  This country has come a long way, but, of course, we still have much 
more to do. But we want to make sure that we do not overlook the 
history associated with persons who were leased as convicts to private 
persons for the purpose of performing work for them.
  This migration that I spoke of earlier, known as the Great Migration, 
was caused by a lack of economic opportunities because of harsh 
segregation laws in the south and because of the terror that was 
perpetrated against African American communities by the KKK.
  The KKK, obviously, was active in the south; and the KKK, obviously, 
was in the business of terrorizing African American persons. And it is 
interesting to note that while this House has condemned a good many 
persons for their activities, I have not been able to find a record 
showing that the KKK has been condemned for its activities by way of a 
resolution that actually focuses on a person who has been associated 
with that organization.
  The KKK has a horrible history in this country, and it is my hope 
that we in the House of Representatives will take up a resolution 
condemning this entity for what it has done.
  I plan to bring such a resolution to the attention of the House.
  This resolution on black history indicates that prior to 1910; more 
than 90 percent of African Americans lived in the south. And by the 
1970s, 47 percent of all African Americans were living in the north and 
in the west.
  This is why it is called the Great Migration. When you have this much 
of a population moving for opportunities, moving for reasons associated 
with concern for their well-being, that is a significant migration.
  And during World War I, when slowing immigration from Europe created 
a labor shortage in the north, companies began recruiting African 
Americans to fill the assembly lines, to work in steel mills and 
railroads and factories. It was not unusual to hear persons talk about 
``going up north,'' going up north so that they could have 
opportunities in the north that they were unable to acquire in the 
south.
  African Americans who migrated to the north still faced racial 
discrimination in the form of redlining, in the form of racially based 
housing ordinances, in the form of higher rent based on race, and for 
the resurgence of the KKK, and the rising instances of race riots.
  African Americans were not always welcomed with open arms when they 
sought to migrate to these new destinations.
  African Americans created their own cities and neighborhoods, free of 
discrimination, where their culture expanded.
  For example, in Harlem, New York City, that housed over 200,000 
African Americans, there was a culture that was created there in 
Harlem. And we are proud to say that that culture still exists. Harlem 
has been a very important part of African American history.
  Efforts were made to provide educational opportunities for African 
Americans, including the founding of what is now North Carolina Central 
University.
  Greenwood, Oklahoma, is another part of the history that we ought to 
acknowledge. It was a part of Tulsa, and became the home of a thriving 
black business--a section also known as Black Wall Street--until the 
Tulsa riot of 1921, in which a white mob literally burned down 
Greenwood.
  U.S. history has some parts of it that we are not proud of, but we do 
have to acknowledge.
  In Houston, Texas, there is an area known as Freedmen's Town. And 
freed slaves were given the opportunity to purchase land and build 
their homes along the bayou, known as Buffalo Bayou in Houston, Texas. 
And this was at the end of the Civil War.
  And over six decades, the town thrived with churches and schools and 
stores and theaters and jazz spots--clubs, if you will. This was a 
thriving area dominated by African Americans.

  I would also like to mention another personality;
  Judge Frank M. Johnson, who was said to be one of the most courageous 
judges ever to occupy a Federal bench; he was a part of the effort to 
integrate the south. There are many people who have praised him, 
including Dr. Martin Luther King.
  He is the person who issued the order to require the constabulary to 
allow the marches to proceed across the Edmund Pettus Bridge as they 
marched from Selma to Montgomery.
  He is the person who filed the order--along with the other judges--to 
integrate the bus line, that was called the Montgomery bus boycott. He 
opened the doors to persons of all hues, especially those of African 
ancestry who had been locked out.
  Frank M. Johnson will ever be remembered as a champion of human 
rights. In fact, he will also be remembered as a person who did it 
under adverse circumstances, because he had to have, for many years, 
24-hour security. His mother's home was torched at one time.
  It was not easy to be on the side of African Americans in the early 
part of history.
  Frank M. Johnson took such a stand.
  We would also recognize Senator Edward Brooke, III, who became the 
first African American popularly elected to the United States Senate.
  He was from Massachusetts, and he served there for many years. He was 
the first attorney general of African ancestry in any state.
  In 1962, he cowrote the Civil Rights Act of 1968, which prohibited 
discrimination in housing. He was the first Republican to call for 
President Nixon's resignation in light of the Watergate scandal.
  The history of African Americans in the north is one that is rich; 
the history in the south is one that is rich; but they all started, to 
a greater extent, with a migration that proceeded from the south to 
many destinations in the north, as well as in the west.
  So today, we have a resolution that encourages the continued spread 
of knowledge regarding black history, and that it not be limited to one 
month, but that we do this throughout the entire year.
  I am so honored that my colleagues have signed on to this resolution. 
We have had more than 60 colleagues to sign on to one, and I would hope 
that as we continue to present these resolutions, we will have more 
persons who will find favor with them.
  In closing, simply this: The success that we have had as African 
Americans--if we look closely at our history--we will find that it was 
not something that was acquired by our own efforts alone.
  Of course, we have done our part to extricate ourselves from some 
circumstances that were indeed unpleasant and very harmful and hurtful, 
but there were other persons who were there to be of assistance and 
help.
  Many of the stations at the Underground Railroad had persons who were 
not of African ancestry that were there for us as we were traversing 
our way to freedom.
  In many of the battles that were fought in the courtrooms, there were 
persons who were funding the litigation that were not of African 
ancestry.
  The Spingarn brothers are such persons. The NAACP awards its highest 
medal annually in the name of the Spingarns.
  When we have had few people to stand with us, the Jewish community 
has been there. When we have had few people to stand with us, the LGBTQ 
community has been there. When we have had few to stand with us, we 
have had persons of all stripes; Muslims have been there; persons of 
all faiths have been there.


  At the March on Washington, if you take a close look at that march, 
you will see persons of many hues, many stripes, persons from many 
walks of life.
  So we are here today, proud to be here in the well of the Congress of 
the United States of America, but we understand that we didn't get here 
by ourselves, and we are proud to celebrate black history. But we are 
also proud to acknowledge that black history includes the history of a 
lot of persons who were associated with our efforts to acquire our 
freedom, our liberty, and the opportunities that we enjoy today.
  Madam Speaker, I thank you very much for the time, and I proudly 
yield back the time such that you may continue with the business of the 
House.",G000553,2019-02-27
993,HONORING THE 110TH ANNIVERSARY OF THE NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE AND RECOGNIZING BLACK HISTORY MONTH,CREC-2019-02-27-pt1-PgH2266-4,2,The SPEAKER pro tempore,"  The SPEAKER pro tempore. For what purpose does the gentleman from 
Texas seek recognition?
",,2019-02-27
994,METHANE RELIEF ACT,CREC-2019-02-27-pt1-PgH2264,0,Mr. THOMPSON of Pennsylvania,"  Mr. THOMPSON of Pennsylvania. Madam Speaker, in 2016, the 
Environmental Protection Agency announced the New Source Performance 
Standards for the oil and natural gas industry to further regulate 
methane emissions. Thankfully, the EPA is revisiting this regulation in 
an effort to provide flexibility and relief moving forward.
  For many small oil and gas producers, these requirements contained in 
the original regulation are simply unworkable and overly burdensome.
  For example, the regulation would even apply to wells that produce 
less than 15 barrels of oil and less than 90,000 cubic feet of natural 
gas per day. Because these wells produce at low volumes, the profit 
margin remains tight for the operators.
  However, under the original rule, these low-volume producers would be 
subject to expensive upgrades, additional reporting requirements and 
administrative costs in order to comply with the regulation.
  Madam Speaker, today I introduced H.R. 1391, the Methane Relief Act 
of 2019, which would exempt these low-volume wells from the rule's 
requirements. Doing so will allow for commonsense regulatory relief and 
certainty for these smaller operators which account for an important 
part of our domestic energy industry.
",T000467,2019-02-27
995,LEGISLATIVE SESSION,CREC-2019-02-27-pt1-PgS1534-2,0,Mr. McCONNELL,"  Mr. McCONNELL. Mr. President, I ask unanimous consent that the Senate 
be in legislative session for a period of morning business, with 
Senators permitted to speak for up to 10 minutes each.",M000355,2019-02-27
996,LEGISLATIVE SESSION,CREC-2019-02-27-pt1-PgS1534-2,1,The PRESIDING OFFICER,"  The PRESIDING OFFICER. Without objection, it is so ordered.
  (At the request of Mr. Schumer, the following statement was ordered 
to be printed in the Record.)
",,2019-02-27
997,RECOGNIZING JALISA PETERSON,CREC-2019-02-27-pt1-PgH2264-5,0,Mr. CARTER of Georgia,"  Mr. CARTER of Georgia. Madam Speaker, I rise today to recognize Ms. 
Jalisa Peterson from Liberty County High School on being a finalist for 
the 2019 Prudential Spirit of Community Awards.
  One of 29,000 students across the country who participated, Ms. 
Peterson was one of only eight high school students acknowledged in the 
State of Georgia for exceptional projects of community service. 
Specifically, she volunteered at a local orphanage, playing games, 
crafting art, reading, and building relationships with children, all 
the way from newborns to 18-year-olds.
  I am very proud of Ms. Peterson's work and glad to have someone like 
her in the First Congressional District of Georgia.
  I am glad to see this award is encouraging more community service, a 
crucial aspect in order to make our world a better place to live.
",C001103,2019-02-27
998,BALANCING GUN RIGHTS WITH SAFE COMMUNITIES,CREC-2019-02-27-pt1-PgH2242-4,0,Ms. UNDERWOOD,"  Ms. UNDERWOOD. Mr. Speaker, I rise today to take a stand in support 
of H.R. 8, which takes a critical first step to ensure that every 
person who purchases a gun undergoes a background check.
  People should have the right to feel safe from gun violence in their 
community, including at home, at work, and at school. Unfortunately, 
that is not the case today in our country. Time and time again, our 
communities have experienced gun violence due to the absence of 
commonsense gun safety measures.
  Only 12 days ago, five people, four of whom were my constituents, 
left their homes for work at the Henry Pratt Company in Aurora, 
Illinois, and never returned. Their lives were taken by an unspeakably 
horrific act of gun violence.
  It is time to take immediate action to help safeguard our communities 
from gun violence, and today, for the first time in more than two 
decades, the House of Representatives will vote on a major gun safety 
bill, and I will support it.
  H.R. 8 is a strong step toward making our communities safer, and I 
look forward to continuing to work on commonsense legislation that 
balances gun rights with the safety of our communities.
",U000040,2019-02-27
999,REMEMBERING NORMAN W. DESCHAMPE,CREC-2019-02-27-pt1-PgS1538-2,0,Ms. SMITH," Ms. SMITH. Mr. President, I would like to acknowledge the 
contributions and legacy of Norman W. Deschampe, the longtime chairman 
of the Grand Portage Band of the Lake Superior Chippewa, who recently 
passed away on February 9, 2019.
  Norman Deschampe was born on February 26, 1953, and lived with a 
commitment to improving the lives of the people of the Grand Portage 
Band of Lake Superior Chippewa. For more than 40 years, Norman 
Deschampe served the people of the Grand Portage Band, first as a 
Tribal council member and later as secretary-treasurer and, for 27 
years, as chairman. He also served for 6 years as vice president and 22 
years as president of the Minnesota Chippewa Tribe.
  Norman Deschampe's legacy includes a longstanding commitment to 
supporting the health, education, and economic development of the Grand 
Portage Band. He promoted environmental stewardship and fostered 
relationships with local, State, and Federal governments to encourage 
conservation on the reservation and beyond. Norman Deschampe encouraged 
the appreciation and preservation of the traditions and customs of the 
Grand Portage Band and is remembered by many for his kindness and 
generosity.
  Norman Deschampe made a lasting contribution to the Grand Portage 
Band and the State of Minnesota, and I am proud to recognize his legacy 
as Minnesota celebrated Norman Deschampe Day on Tuesday, February 26, 
2019.
",S001203,2019-02-27
1000,AUTHORITY FOR COMMITTEES TO MEET,CREC-2019-02-27-pt1-PgS1545-2,0,Mrs. LANKFORD,"  Mrs. LANKFORD. Mr. President, I have 10 requests for committees to 
meet during today's session of the Senate. They have the approval of 
the Majority and Minority leaders.
  Pursuant to rule XXVI, paragraph 5(a), of the Standing Rules of the 
Senate, the following committees are authorized to meet during today's 
session of the Senate:


           Committee on Commerce, Science, and Transportation

  The Committee on Commerce, Science, and Transportation is authorized 
to meet during he session of the Senate on Wednesday, February 27, 
2019, at 10 a.m., to conduct a hearing entitled ``Policy principles for 
a Federal data privacy framework in the United States.


               Committee on Environment and Public Works

  The Committee on Environment and Public Works is authorized to meet 
during the session of the Senate on Wednesday, February 27, 2019, at 10 
a.m., to conduct a hearing.


                     Committee on Foreign Relations

  The Committee on Foreign Relations is authorized to meet during the 
session of the Senate on Wednesday, February 27, 2019, at 10:15 a.m., 
to conduct a hearing.


          Committee on Health, Education, Labor, and Pensions

  The Committee on Health, Education, Labor, and Pensions is authorized 
to meet during the session of the Senate on Wednesday, February 27, 
2019, at 12:30 p.m., to conduct a hearing on the following nominations: 
William Beach, of Kansas, to be Commissioner of Labor Statistics, Scott 
A. Mugno, of Pennsylvania, and John P. Pallasch, of Kentucky, both to 
be an Assistant Secretary, Cheryl Marie Stanton, of South Carolina, to 
be Administrator of the Wage and Hour Division, and John Lowry III, of 
Illinois, to be Assistant Secretary for Veterans' Employment and 
Training, all of the Department of Labor, Robert L. King, of Kentucky, 
to be Assistant Secretary for Postsecondary Education, Department of 
Education, Janet Dhillon, of Pennsylvania, to be a Member of the Equal 
Employment Opportunity Commission, Mary Anne Carter, of Tennessee, to 
be Chairperson of the National Endowment for the Arts, Marco M. 
Rajkovich, Jr., of Kentucky, William I. Althen, of Virginia, and Arthur 
R. Traynor III, of the District of Columbia, each to be a Member of the 
Federal Mine Safety


and Health Review Commission, and other pending nominations.


        Committee on Homeland Security and Governmental Affairs

  The Committee on Homeland Security and Governmental Affairs is 
authorized to meet during the session of the Senate on Wednesday, 
February 27, 2019, at 2:30 p.m., to conduct a hearing entitled 
``Perspective on protecting the electric grid form an electromagnetic 
pulse or geomagnetic disturbance.''


                      Committee on Indian Affairs

  The Committee on Indian Affairs is authorized to meet during the 
session of the Senate on Wednesday, February 27, 2019, at 2:30 p.m , to 
conduct a hearing entitled ``The 45th anniversary of the Native 
American Programs Act and the establishment of the Administration for 
Native Americans.''


            Committee on Small Business and Entrepreneurship

  The Committee on Small Business and Entrepreneurship is authorized to 
meet during the session of the Senate on Wednesday, February 27, 2019, 
at 2:30 p.m., to conduct a hearing entitled ``Made in China 2025 and 
the Future of America Industry.''


                     Committee on Veterans' Affairs

  The Committee on Veterans' Affairs is authorized to meet during the 
session of the Senate on Wednesday, February 27, 2019, at 10 a.m., to 
conduct a hearing.


                     Subcommittee on Cybersecurity

  The Subcommittee on Cybersecurity of the Committee on Armed Services 
is authorized to meet during the session of the Senate on Wednesday, 
February 27, 2019, at 2.30 p.m., to conduct a hearing.


                       Subcommittee on Personnel

  The Subcommittee on Personnel of the Committee on Armed Services is 
authorized to meet during the session of the Senate on Wednesday, 
February 27, 2019, at 2:30 p.m., to conduct a hearing.
",L000575,2019-02-27
1001,MORNING-HOUR DEBATE,CREC-2019-02-27-pt1-PgH2237-3,0,The SPEAKER pro tempore,"  The SPEAKER pro tempore. Pursuant to the order of the House of 
January 3, 2019, the Chair will now recognize Members from lists 
submitted by the majority and minority leaders for morning-hour debate.
  The Chair will alternate recognition between the parties. All time 
shall be equally allocated between the parties, and in no event shall 
debate continue beyond 11:50 a.m. Each Member, other than the majority 
and minority leaders and the minority whip, shall be limited to 5 
minutes.
",,2019-02-27
1002,GUN VIOLENCE PREVENTION,CREC-2019-02-27-pt1-PgH2242-5,0,Ms. SCHAKOWSKY,"  Ms. SCHAKOWSKY. Mr. Speaker, I am so proud to stand here today as we 
work to pass gun violence prevention legislation.
  I would like to share a letter from a fifth grader constituent of 
mine, Alex, from Northfield, Illinois, that perfectly explains why we 
must pass H.R. 8 and H.R. 1112.
  Alex writes: ``I don't want to see innocent people dying for no 
reason. I want all children to feel safe at school. I want all adults 
to feel safe at work. I want all people to feel safe in their city. I 
think stronger gun laws will help and also make sure that everyone that 
buys a gun has to have a thorough background check.''
  Well, Alex, you are absolutely right, and we are about to finally 
ensure that everyone who purchases a gun undergoes a comprehensive 
background check. The next step is banning assault weapons.
  This fifth grader and students around the country are telling us to 
do something real to make them safer, and finally, at long last, the 
House of Representatives will take action today.
",S001145,2019-02-27
1003,VOTE EXPLANATION,CREC-2019-02-27-pt1-PgS1534-3,0,Ms. SINEMA," Ms. SINEMA. Mr. President, I was necessarily absent but, had I 
been present, would have voted no on rollcall vote 29, the confirmation 
of Eric D. Miller to be a United States Circuit Judge for the Ninth 
Circuit.


  I was necessarily absent but, had I been present, would have voted 
yes on rollcall vote 30, the motion to invoke cloture on the nomination 
of Michael J. Desmond to be Chief Counsel for the Internal Revenue 
Service and an Assistant General Counsel in the Department of the 
Treasury.
",S001191,2019-02-27
